Unnamed: 0,T2M,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,real_index,beta,azimuth,DNI,DHI,poa_global_1,T_t,P_eta
2022-06-07 17:00:00+08:00,22.77,284.4,0.13,68.33,63,40.0,277.1666891104094,500.4328582102588,99.61005571710149,202.41589636744357,29.09549676148261,0.1390217679105041
2022-06-07 18:00:00+08:00,20.8,110.2,0.16,79.22,63,40.0,286.0962017801486,222.7267833289842,68.541534300508,64.0709752494462,22.802217976545194,0.04530310387577595
2022-06-07 19:00:00+08:00,16.58,11.13,0.13,88.49,63,40.0,295.159859967427,0.0,11.13,9.997292473582688,16.892415389799456,0.007259098272127907
2022-06-07 20:00:00+08:00,15.25,0.0,-999.0,-999.0,63,40.0,304.9160040660403,0.0,0.0,0.0,15.25,0.0
2022-06-07 21:00:00+08:00,14.62,0.0,-999.0,-999.0,63,40.0,315.83341976193185,0.0,0.0,0.0,14.62,0.0
2022-06-07 22:00:00+08:00,13.46,0.0,-999.0,-999.0,63,40.0,328.25934000681065,0.0,0.0,0.0,13.46,0.0
2022-06-07 23:00:00+08:00,12.9,0.0,-999.0,-999.0,63,40.0,342.25657396420115,0.0,0.0,0.0,12.9,0.0
2022-06-08 00:00:00+08:00,12.5,0.0,-999.0,-999.0,63,40.0,357.38545671552936,0.0,0.0,0.0,12.5,0.0
2022-06-08 01:00:00+08:00,12.18,0.0,-999.0,-999.0,63,40.0,12.698626599645422,0.0,0.0,0.0,12.18,0.0
2022-06-08 02:00:00+08:00,11.86,0.0,-999.0,-999.0,63,40.0,27.153786307247117,0.0,0.0,0.0,11.86,0.0
2022-06-08 03:00:00+08:00,11.62,0.0,-999.0,-999.0,63,40.0,40.1203882532684,0.0,0.0,0.0,11.62,0.0
2022-06-08 04:00:00+08:00,11.46,0.0,-999.0,-999.0,63,40.0,51.51292136843608,0.0,0.0,0.0,11.46,0.0
2022-06-08 05:00:00+08:00,11.52,28.91,0.16,82.0,63,40.0,61.60665140979154,0.0,28.91,26.069264837239253,12.334664526163726,0.01931165205686561
2022-06-08 06:00:00+08:00,11.98,55.11,0.12,71.59,63,40.0,70.83891429622014,0.0,55.11,49.436952074526225,13.524904752328945,0.036432552275035716
2022-06-08 07:00:00+08:00,12.88,131.95,0.15,60.41,63,40.0,79.73237742552146,0.0,131.95,118.83006481455838,16.59343952545495,0.08639767121609664
2022-06-08 08:00:00+08:00,14.33,171.46,0.15,49.05,63,40.0,88.94988361600053,0.7335861826135239,170.97920749053657,154.47122389402082,19.15722574668815,0.11103603710311727
2022-06-08 09:00:00+08:00,15.67,88.87,0.15,37.88,63,40.0,99.52248448188294,0.0,88.87,80.03355710549302,18.171048659546656,0.05778336573383243
2022-06-08 10:00:00+08:00,16.69,151.7,0.15,27.55,63,40.0,113.47532245723522,1.366784454299568,150.48819859206966,136.85420694896013,20.966693967155006,0.09757530403746612
2022-06-08 11:00:00+08:00,17.15,294.12,0.16,19.82,63,40.0,135.40689139002376,3.9634208024861257,290.39136245701746,265.8501925607206,25.45781851752252,0.18570322491835164
2022-06-08 12:00:00+08:00,17.48,276.4,0.15,18.57,63,40.0,172.40534768775547,6.7933280836545284,269.9603645947778,250.28822443259077,25.30150701351846,0.17495876413349615
2022-06-08 13:00:00+08:00,17.52,318.84,0.16,24.8,63,40.0,213.83149442123286,22.737598055712727,298.19932056909033,293.5762237910749,26.69425699347109,0.20390174935746735
2022-06-08 14:00:00+08:00,17.75,483.45,0.16,34.62,63,40.0,240.29068491199004,121.22343769152687,383.69061408270267,466.5961849197118,32.33113077874099,0.31560274740272243
2022-06-08 15:00:00+08:00,17.53,455.25,0.16,45.65,63,40.0,256.26301176978427,176.72194679513524,331.71436468634136,442.12207925173925,31.346314976616853,0.30045063144300194
2022-06-08 16:00:00+08:00,17.19,344.7,0.2,56.98,63,40.0,267.6850856130024,136.17614545698282,270.4932943280708,320.99404798591485,27.22106399955984,0.2224001399866849
2022-06-08 17:00:00+08:00,16.68,224.5,0.21,68.23,63,40.0,277.222624417152,148.64377998638767,169.37075249652838,191.021046477825,22.64940770243203,0.13516055310816527
2022-06-08 18:00:00+08:00,15.98,93.12,0.16,79.13,63,40.0,286.1435939695209,134.51117610016846,67.75371229300602,62.69736904768642,17.9392927827402,0.045313612940345506
2022-06-08 19:00:00+08:00,13.68,10.45,0.12,88.45,63,40.0,295.19869456556546,0.0,10.45,9.374272349461059,13.972946010920658,0.0068948440001475484
2022-06-08 20:00:00+08:00,11.92,0.0,-999.0,-999.0,63,40.0,304.945021212656,0.0,0.0,0.0,11.92,0.0
2022-06-08 21:00:00+08:00,11.22,0.0,-999.0,-999.0,63,40.0,315.8498170570891,0.0,0.0,0.0,11.22,0.0
2022-06-08 22:00:00+08:00,10.99,0.0,-999.0,-999.0,63,40.0,328.25886520612187,0.0,0.0,0.0,10.99,0.0
2022-06-08 23:00:00+08:00,10.94,0.0,-999.0,-999.0,63,40.0,342.2347407926859,0.0,0.0,0.0,10.94,0.0
2022-06-09 00:00:00+08:00,10.83,0.0,-999.0,-999.0,63,40.0,357.3402696393107,0.0,0.0,0.0,10.83,0.0
2022-06-09 01:00:00+08:00,10.6,0.0,-999.0,-999.0,63,40.0,12.632897142611569,0.0,0.0,0.0,10.6,0.0
2022-06-09 02:00:00+08:00,10.64,0.0,-999.0,-999.0,63,40.0,27.073941348166613,0.0,0.0,0.0,10.64,0.0
2022-06-09 03:00:00+08:00,10.47,0.0,-999.0,-999.0,63,40.0,40.032745082171004,0.0,0.0,0.0,10.47,0.0
2022-06-09 04:00:00+08:00,10.12,0.0,-999.0,-999.0,63,40.0,51.42124187633891,0.0,0.0,0.0,10.12,0.0
2022-06-09 05:00:00+08:00,10.88,57.86,0.16,81.97,63,40.0,61.511910773329305,63.829638782735316,48.94353658800691,44.7930260831526,12.27978206509852,0.03318980037125422
2022-06-09 06:00:00+08:00,11.63,155.09,0.09,71.57,63,40.0,70.73988457953158,74.84378872205562,131.4284487451443,122.11400589005586,15.446062684064247,0.08923648009874102
2022-06-09 07:00:00+08:00,12.8,258.7,0.11,60.39,63,40.0,79.62594723066661,68.8814223132095,224.66612907366033,225.3032919939595,19.840727874811236,0.16145523559676625
2022-06-09 08:00:00+08:00,13.65,382.91,0.16,49.05,63,40.0,88.83071654622086,118.91419619475118,304.97361549012146,349.3559702861418,24.567374071441932,0.24503585145265566
2022-06-09 09:00:00+08:00,15.52,412.25,0.16,37.87,63,40.0,99.38182445754546,78.01209735084693,350.6668122639569,381.94267613654347,27.455708629266983,0.2643397067349107
2022-06-09 10:00:00+08:00,17.56,482.61,0.16,27.52,63,40.0,113.29959628489547,72.08349546128619,418.68278099389073,445.6226126709679,31.485706645967745,0.3026294571889661
2022-06-09 11:00:00+08:00,19.74,531.95,0.16,19.76,63,40.0,135.1882645041133,101.60232323842193,436.3303239905991,492.9815002097658,35.14567188155518,0.3289818062325636
2022-06-09 12:00:00+08:00,21.58,413.16,0.16,18.48,63,40.0,172.23310124546492,40.85225495314541,374.4143178150211,380.27573089626844,33.46361659050839,0.2558294159157479
2022-06-09 13:00:00+08:00,22.44,335.05,0.16,24.71,63,40.0,213.83145587306797,17.970007315932353,318.7254122326274,306.95684610257433,32.03240144070545,0.20791895934281504
2022-06-09 14:00:00+08:00,23.28,356.95,0.16,34.54,63,40.0,240.35275313057744,22.718587671490457,338.2360050170126,328.67572319371914,33.55111634980372,0.22102305342736245
2022-06-09 15:00:00+08:00,23.42,329.17,0.16,45.56,63,40.0,256.3281604099307,40.46998083787381,300.8344586527279,306.3189010741691,32.99246565856779,0.2065398873342726
2022-06-09 16:00:00+08:00,23.05,174.26,0.16,56.9,63,40.0,267.74270417451515,3.7498261909815414,172.2122125636417,157.52304387102367,27.97259512096949,0.10875835852379949
2022-06-09 17:00:00+08:00,21.8,96.76,0.15,68.15,63,40.0,277.2719143937816,0.0,96.76,87.13904563438173,24.52309517607443,0.06113114558458049
2022-06-09 18:00:00+08:00,20.24,24.28,0.12,79.04,63,40.0,286.1849591385891,0.0,24.28,21.780605994728667,20.92064393733527,0.015532523924014274
2022-06-09 19:00:00+08:00,17.12,6.88,0.09,88.39,63,40.0,295.2319554767075,0.0,6.88,6.147625524739649,17.312113297648114,0.0044555223075608
2022-06-09 20:00:00+08:00,15.44,0.0,-999.0,-999.0,63,40.0,304.9688748138342,0.0,0.0,0.0,15.44,0.0
2022-06-09 21:00:00+08:00,14.4,0.0,-999.0,-999.0,63,40.0,315.86155808975116,0.0,0.0,0.0,14.4,0.0
2022-06-09 22:00:00+08:00,14.05,0.0,-999.0,-999.0,63,40.0,328.2545053610411,0.0,0.0,0.0,14.05,0.0
2022-06-09 23:00:00+08:00,13.16,0.0,-999.0,-999.0,63,40.0,342.2101962151505,0.0,0.0,0.0,13.16,0.0
2022-06-10 00:00:00+08:00,12.31,0.0,-999.0,-999.0,63,40.0,357.2939200509653,0.0,0.0,0.0,12.31,0.0
2022-06-10 01:00:00+08:00,12.37,0.0,-999.0,-999.0,63,40.0,12.567659098463082,0.0,0.0,0.0,12.37,0.0
2022-06-10 02:00:00+08:00,12.55,0.0,-999.0,-999.0,63,40.0,26.996012947405404,0.0,0.0,0.0,12.55,0.0
2022-06-10 03:00:00+08:00,12.4,0.0,-999.0,-999.0,63,40.0,39.94806905032044,0.0,0.0,0.0,12.4,0.0
2022-06-10 04:00:00+08:00,11.93,0.0,-999.0,-999.0,63,40.0,51.333265415758206,0.0,0.0,0.0,11.93,0.0
2022-06-10 05:00:00+08:00,12.63,45.48,0.17,81.95,63,40.0,61.421433139838484,5.135767229872388,44.76080143573744,40.47882527213827,13.894963289754322,0.029782628357340572
2022-06-10 06:00:00+08:00,14.25,121.24,0.15,71.55,63,40.0,70.64563566893167,11.23196582694933,117.68534151959986,106.74803058829491,17.585875955884216,0.07727206832340075
2022-06-10 07:00:00+08:00,16.31,243.48,0.21,60.38,63,40.0,79.52488565774456,66.68472433095957,210.5213852519441,214.61602396804727,23.016750749001474,0.15160176813912693
2022-06-10 08:00:00+08:00,18.48,410.02,0.04,49.04,63,40.0,88.71767491721221,155.8937686706068,307.8266487681921,367.6178537303434,29.968057929073233,0.25145166093747795
