Unnamed: 0,T2M,ALLSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,real_index
2022-01-01 08:00:00+08:00,-9.93,80.62,0.1,82.07,63
2022-01-01 09:00:00+08:00,-7.42,228.07,0.1,74.09,63
2022-01-01 10:00:00+08:00,-4.39,334.39,0.06,68.02,63
2022-01-01 11:00:00+08:00,-1.88,425.64,0.08,64.43,63
2022-01-01 12:00:00+08:00,-0.67,430.2,0.05,63.75,63
2022-01-01 13:00:00+08:00,-0.46,411.34,0.08,66.07,63
2022-01-01 14:00:00+08:00,-1.45,331.36,0.09,71.09,63
2022-01-01 15:00:00+08:00,-3.19,195.08,0.1,78.28,63
2022-01-01 16:00:00+08:00,-5.45,41.73,0.1,86.9,63
2022-01-01 17:00:00+08:00,-7.38,0,-999,-999,63
2022-01-01 18:00:00+08:00,-8.6,0,-999,-999,63
2022-01-01 19:00:00+08:00,-9.81,0,-999,-999,63
2022-01-01 20:00:00+08:00,-11.16,0,-999,-999,63
2022-01-01 21:00:00+08:00,-12.34,0,-999,-999,63
2022-01-01 22:00:00+08:00,-13.24,0,-999,-999,63
2022-01-01 23:00:00+08:00,-13.94,0,-999,-999,63
2022-01-02 00:00:00+08:00,-14.59,0,-999,-999,63
2022-01-02 01:00:00+08:00,-15.17,0,-999,-999,63
2022-01-02 02:00:00+08:00,-15.36,0,-999,-999,63
2022-01-02 03:00:00+08:00,-15.41,0,-999,-999,63
2022-01-02 04:00:00+08:00,-14.85,0,-999,-999,63
2022-01-02 05:00:00+08:00,-14.1,0,-999,-999,63
2022-01-02 06:00:00+08:00,-13.99,0,-999,-999,63
2022-01-02 07:00:00+08:00,-14.52,9.72,0.08,89.38,63
2022-01-02 08:00:00+08:00,-13.77,119.85,0.11,82.07,63
2022-01-02 09:00:00+08:00,-10.21,273.7,0.1,74.08,63
2022-01-02 10:00:00+08:00,-7.27,410.77,0.16,67.98,63
2022-01-02 11:00:00+08:00,-5.2,483.23,0.12,64.36,63
2022-01-02 12:00:00+08:00,-3.95,491.65,0.09,63.66,63
2022-01-02 13:00:00+08:00,-3.38,409.97,0.08,65.96,63
2022-01-02 14:00:00+08:00,-3.47,308.8,0.07,70.97,63
2022-01-02 15:00:00+08:00,-4.35,170.73,0.1,78.15,63
2022-01-02 16:00:00+08:00,-7.58,37.18,0.1,86.79,63
2022-01-02 17:00:00+08:00,-10.06,0,-999,-999,63
2022-01-02 18:00:00+08:00,-11.13,0,-999,-999,63
2022-01-02 19:00:00+08:00,-11.85,0,-999,-999,63
2022-01-02 20:00:00+08:00,-12.17,0,-999,-999,63
2022-01-02 21:00:00+08:00,-12.12,0,-999,-999,63
2022-01-02 22:00:00+08:00,-12,0,-999,-999,63
2022-01-02 23:00:00+08:00,-11.88,0,-999,-999,63
2022-01-03 00:00:00+08:00,-11.99,0,-999,-999,63
2022-01-03 01:00:00+08:00,-12.42,0,-999,-999,63
2022-01-03 02:00:00+08:00,-12.81,0,-999,-999,63
2022-01-03 03:00:00+08:00,-13.37,0,-999,-999,63
2022-01-03 04:00:00+08:00,-14.2,0,-999,-999,63
2022-01-03 05:00:00+08:00,-14.81,0,-999,-999,63
2022-01-03 06:00:00+08:00,-15.24,0,-999,-999,63
2022-01-03 07:00:00+08:00,-15.52,8.09,0.06,89.38,63
2022-01-03 08:00:00+08:00,-12.78,103.95,0.11,82.07,63
2022-01-03 09:00:00+08:00,-9.1,262.27,0.1,74.05,63
2022-01-03 10:00:00+08:00,-6.04,392.83,0.09,67.93,63
2022-01-03 11:00:00+08:00,-3.57,386.51,0.1,64.29,63
2022-01-03 12:00:00+08:00,-2.03,485.65,0.09,63.55,63
2022-01-03 13:00:00+08:00,-1.24,443.55,0.09,65.84,63
2022-01-03 14:00:00+08:00,-1.18,346.31,0.1,70.84,63
2022-01-03 15:00:00+08:00,-2.23,200.49,0.09,78.02,63
2022-01-03 16:00:00+08:00,-6.53,43.07,0.09,86.67,63
2022-01-03 17:00:00+08:00,-9.18,0,-999,-999,63
2022-01-03 18:00:00+08:00,-10.38,0,-999,-999,63
2022-01-03 19:00:00+08:00,-11.35,0,-999,-999,63
2022-01-03 20:00:00+08:00,-12.2,0,-999,-999,63
2022-01-03 21:00:00+08:00,-12.99,0,-999,-999,63
2022-01-03 22:00:00+08:00,-13.63,0,-999,-999,63
2022-01-03 23:00:00+08:00,-14.17,0,-999,-999,63
2022-01-04 00:00:00+08:00,-14.69,0,-999,-999,63
2022-01-04 01:00:00+08:00,-15.18,0,-999,-999,63
2022-01-04 02:00:00+08:00,-15.63,0,-999,-999,63
2022-01-04 03:00:00+08:00,-16.02,0,-999,-999,63
2022-01-04 04:00:00+08:00,-16.35,0,-999,-999,63
2022-01-04 05:00:00+08:00,-16.66,0,-999,-999,63
2022-01-04 06:00:00+08:00,-16.92,0,-999,-999,63
2022-01-04 07:00:00+08:00,-17.02,8.34,0.06,89.38,63
2022-01-04 08:00:00+08:00,-14.06,105.3,0.11,82.05,63
2022-01-04 09:00:00+08:00,-10.76,249.64,0.1,74.02,63
2022-01-04 10:00:00+08:00,-7.17,370.95,0.09,67.88,63
2022-01-04 11:00:00+08:00,-3.6,440.52,0.09,64.2,63
2022-01-04 12:00:00+08:00,-2.06,467.8,0.12,63.45,63
2022-01-04 13:00:00+08:00,-1.52,423.39,0.12,65.71,63
2022-01-04 14:00:00+08:00,-1.61,323.16,0.1,70.7,63
2022-01-04 15:00:00+08:00,-2.73,181.06,0.1,77.87,63
2022-01-04 16:00:00+08:00,-6.58,36.94,0.09,86.55,63
2022-01-04 17:00:00+08:00,-8.76,0,-999,-999,63
2022-01-04 18:00:00+08:00,-9.73,0,-999,-999,63
2022-01-04 19:00:00+08:00,-10.48,0,-999,-999,63
2022-01-04 20:00:00+08:00,-10.75,0,-999,-999,63
2022-01-04 21:00:00+08:00,-11.13,0,-999,-999,63
2022-01-04 22:00:00+08:00,-11.38,0,-999,-999,63
2022-01-04 23:00:00+08:00,-11.31,0,-999,-999,63
2022-01-05 00:00:00+08:00,-11.04,0,-999,-999,63
2022-01-05 01:00:00+08:00,-11,0,-999,-999,63
2022-01-05 02:00:00+08:00,-10.92,0,-999,-999,63
2022-01-05 03:00:00+08:00,-10.89,0,-999,-999,63
2022-01-05 04:00:00+08:00,-10.92,0,-999,-999,63
2022-01-05 05:00:00+08:00,-10.81,0,-999,-999,63
2022-01-05 06:00:00+08:00,-10.69,0,-999,-999,63
2022-01-05 07:00:00+08:00,-10.71,6.95,0.05,89.38,63
2022-01-05 08:00:00+08:00,-9.69,76.43,0.11,82.04,63
2022-01-05 09:00:00+08:00,-7.85,209.27,0.1,73.98,63
2022-01-05 10:00:00+08:00,-5.47,336.32,0.03,67.81,63
2022-01-05 11:00:00+08:00,-2.57,398.41,0.05,64.12,63
2022-01-05 12:00:00+08:00,-0.92,427.98,0.1,63.34,63
2022-01-05 13:00:00+08:00,-0.02,394.45,0.09,65.58,63
2022-01-05 14:00:00+08:00,0.19,306.82,0.07,70.55,63
2022-01-05 15:00:00+08:00,-0.73,175.52,0.11,77.72,63
2022-01-05 16:00:00+08:00,-2.81,37.38,0.09,86.41,63
2022-01-05 17:00:00+08:00,-4.3,0,-999,-999,63
2022-01-05 18:00:00+08:00,-6.02,0,-999,-999,63
2022-01-05 19:00:00+08:00,-8.26,0,-999,-999,63
2022-01-05 20:00:00+08:00,-9.7,0,-999,-999,63
2022-01-05 21:00:00+08:00,-10.49,0,-999,-999,63
2022-01-05 22:00:00+08:00,-11.05,0,-999,-999,63
2022-01-05 23:00:00+08:00,-11.55,0,-999,-999,63
2022-01-06 00:00:00+08:00,-12.12,0,-999,-999,63
2022-01-06 01:00:00+08:00,-12.6,0,-999,-999,63
2022-01-06 02:00:00+08:00,-13.06,0,-999,-999,63
2022-01-06 03:00:00+08:00,-13.49,0,-999,-999,63
2022-01-06 04:00:00+08:00,-13.85,0,-999,-999,63
2022-01-06 05:00:00+08:00,-14.14,0,-999,-999,63
2022-01-06 06:00:00+08:00,-14.35,0,-999,-999,63
2022-01-06 07:00:00+08:00,-14.42,9.03,0.07,89.38,63
2022-01-06 08:00:00+08:00,-11.55,117.1,0.11,82.02,63
2022-01-06 09:00:00+08:00,-8.19,273.11,0.1,73.94,63
2022-01-06 10:00:00+08:00,-4.38,334.05,0.1,67.74,63
2022-01-06 11:00:00+08:00,-1.05,482.59,0.11,64.02,63
2022-01-06 12:00:00+08:00,1.33,492.3,0.1,63.21,63
2022-01-06 13:00:00+08:00,2.12,449.71,0.12,65.44,63
2022-01-06 14:00:00+08:00,2,349.67,0.12,70.41,63
2022-01-06 15:00:00+08:00,0.62,203.47,0.11,77.56,63
2022-01-06 16:00:00+08:00,-3.6,46.84,0.1,86.28,63
2022-01-06 17:00:00+08:00,-6.12,0,-999,-999,63
2022-01-06 18:00:00+08:00,-7.24,0,-999,-999,63
2022-01-06 19:00:00+08:00,-8.28,0,-999,-999,63
2022-01-06 20:00:00+08:00,-9.21,0,-999,-999,63
2022-01-06 21:00:00+08:00,-9.89,0,-999,-999,63
2022-01-06 22:00:00+08:00,-10,0,-999,-999,63
2022-01-06 23:00:00+08:00,-9.95,0,-999,-999,63
2022-01-07 00:00:00+08:00,-9.95,0,-999,-999,63
2022-01-07 01:00:00+08:00,-9.94,0,-999,-999,63
2022-01-07 02:00:00+08:00,-10.16,0,-999,-999,63
2022-01-07 03:00:00+08:00,-10.62,0,-999,-999,63
2022-01-07 04:00:00+08:00,-11.16,0,-999,-999,63
2022-01-07 05:00:00+08:00,-11.49,0,-999,-999,63
2022-01-07 06:00:00+08:00,-11.63,0,-999,-999,63
2022-01-07 07:00:00+08:00,-12.13,7.62,0.06,89.38,63
2022-01-07 08:00:00+08:00,-10.99,112.88,0.09,81.91,63
2022-01-07 09:00:00+08:00,-7.89,269.28,0.09,73.77,63
2022-01-07 10:00:00+08:00,-4.95,404.04,0.15,67.59,63
2022-01-07 11:00:00+08:00,-1.83,459.07,0.12,63.8,63
2022-01-07 12:00:00+08:00,0.65,449.27,0.11,62.95,63
2022-01-07 13:00:00+08:00,2,395.08,0.12,65.14,63
2022-01-07 14:00:00+08:00,2.31,293.82,0.12,70.09,63
2022-01-07 15:00:00+08:00,0.89,165.5,0.09,77.24,63
2022-01-07 16:00:00+08:00,-2.83,35.89,0.09,85.99,63
2022-01-07 17:00:00+08:00,-5.1,0,-999,-999,63
2022-01-07 18:00:00+08:00,-6.23,0,-999,-999,63
2022-01-07 19:00:00+08:00,-7.11,0,-999,-999,63
2022-01-07 20:00:00+08:00,-7.81,0,-999,-999,63
2022-01-07 21:00:00+08:00,-8.42,0,-999,-999,63
2022-01-07 22:00:00+08:00,-8.87,0,-999,-999,63
2022-01-07 23:00:00+08:00,-9.37,0,-999,-999,63
2022-01-08 00:00:00+08:00,-9.85,0,-999,-999,63
2022-01-08 01:00:00+08:00,-10.2,0,-999,-999,63
2022-01-08 02:00:00+08:00,-10.45,0,-999,-999,63
2022-01-08 03:00:00+08:00,-10.99,0,-999,-999,63
2022-01-08 04:00:00+08:00,-11.72,0,-999,-999,63
2022-01-08 05:00:00+08:00,-12.24,0,-999,-999,63
2022-01-08 06:00:00+08:00,-12.45,0,-999,-999,63
2022-01-08 07:00:00+08:00,-12.53,7.12,0.05,89.35,63
2022-01-08 08:00:00+08:00,-9.56,112.88,0.09,81.91,63
2022-01-08 09:00:00+08:00,-5.88,269.28,0.09,73.77,63
2022-01-08 10:00:00+08:00,-2.58,404.04,0.15,67.59,63
2022-01-08 11:00:00+08:00,0.1,459.07,0.12,63.8,63
2022-01-08 12:00:00+08:00,1.82,449.27,0.11,62.95,63
2022-01-08 13:00:00+08:00,2.76,395.08,0.12,65.14,63
2022-01-08 14:00:00+08:00,2.88,293.82,0.12,70.09,63
2022-01-08 15:00:00+08:00,1.67,165.5,0.09,77.24,63
2022-01-08 16:00:00+08:00,-2.27,35.89,0.09,85.99,63
2022-01-08 17:00:00+08:00,-4.42,0,-999,-999,63
2022-01-08 18:00:00+08:00,-5.38,0,-999,-999,63
2022-01-08 19:00:00+08:00,-6.07,0,-999,-999,63
2022-01-08 20:00:00+08:00,-6.56,0,-999,-999,63
2022-01-08 21:00:00+08:00,-6.94,0,-999,-999,63
2022-01-08 22:00:00+08:00,-7.27,0,-999,-999,63
2022-01-08 23:00:00+08:00,-7.45,0,-999,-999,63
2022-01-09 00:00:00+08:00,-7.7,0,-999,-999,63
2022-01-09 01:00:00+08:00,-8.2,0,-999,-999,63
2022-01-09 02:00:00+08:00,-8.94,0,-999,-999,63
2022-01-09 03:00:00+08:00,-9.62,0,-999,-999,63
2022-01-09 04:00:00+08:00,-10,0,-999,-999,63
2022-01-09 05:00:00+08:00,-9.94,0,-999,-999,63
2022-01-09 06:00:00+08:00,-9.47,0,-999,-999,63
2022-01-09 07:00:00+08:00,-9.2,7.12,0.05,89.35,63
2022-01-09 08:00:00+08:00,-8.52,52.2,0.09,81.91,63
2022-01-09 09:00:00+08:00,-6.51,121.59,0.09,73.77,63
2022-01-09 10:00:00+08:00,-4.61,180.5,0.09,67.49,63
2022-01-09 11:00:00+08:00,-3.39,238.21,0.09,63.69,63
2022-01-09 12:00:00+08:00,-2.68,291.94,0.09,62.8,63
2022-01-09 13:00:00+08:00,-2.29,257.41,0.09,64.98,63
2022-01-09 14:00:00+08:00,-2.49,183.73,0.08,69.92,63
2022-01-09 15:00:00+08:00,-3.27,107.2,0.09,77.07,63
2022-01-09 16:00:00+08:00,-4.79,32.05,0.09,85.84,63
2022-01-09 17:00:00+08:00,-5.82,0,-999,-999,63
2022-01-09 18:00:00+08:00,-6.2,0,-999,-999,63
2022-01-09 19:00:00+08:00,-6.65,0,-999,-999,63
2022-01-09 20:00:00+08:00,-7.53,0,-999,-999,63
2022-01-09 21:00:00+08:00,-8.73,0,-999,-999,63
2022-01-09 22:00:00+08:00,-9.63,0,-999,-999,63
2022-01-09 23:00:00+08:00,-10.41,0,-999,-999,63
2022-01-10 00:00:00+08:00,-10.96,0,-999,-999,63
2022-01-10 01:00:00+08:00,-11.27,0,-999,-999,63
2022-01-10 02:00:00+08:00,-11.5,0,-999,-999,63
2022-01-10 03:00:00+08:00,-12.17,0,-999,-999,63
2022-01-10 04:00:00+08:00,-12.89,0,-999,-999,63
2022-01-10 05:00:00+08:00,-13.66,0,-999,-999,63
2022-01-10 06:00:00+08:00,-14.13,0,-999,-999,63
2022-01-10 07:00:00+08:00,-14.27,8.82,0.07,89.34,63
2022-01-10 08:00:00+08:00,-11.07,118.28,0.14,81.86,63
2022-01-10 09:00:00+08:00,-8.53,282.11,0.1,73.69,63
2022-01-10 10:00:00+08:00,-7.39,416.7,0.15,67.39,63
2022-01-10 11:00:00+08:00,-6.77,492.1,0.13,63.55,63
2022-01-10 12:00:00+08:00,-6.45,509.47,0.13,62.66,63
2022-01-10 13:00:00+08:00,-6.35,468.73,0.13,64.82,63
2022-01-10 14:00:00+08:00,-6.56,373.59,0.13,69.75,63
2022-01-10 15:00:00+08:00,-7.35,227.99,0.12,76.9,63
2022-01-10 16:00:00+08:00,-9.2,61,0.11,85.67,63
2022-01-10 17:00:00+08:00,-11.33,0,-999,-999,63
2022-01-10 18:00:00+08:00,-12.28,0,-999,-999,63
2022-01-10 19:00:00+08:00,-13.35,0,-999,-999,63
2022-01-10 20:00:00+08:00,-14.48,0,-999,-999,63
2022-01-10 21:00:00+08:00,-15.36,0,-999,-999,63
2022-01-10 22:00:00+08:00,-16.11,0,-999,-999,63
2022-01-10 23:00:00+08:00,-16.8,0,-999,-999,63
2022-01-11 00:00:00+08:00,-17.45,0,-999,-999,63
2022-01-11 01:00:00+08:00,-18.01,0,-999,-999,63
2022-01-11 02:00:00+08:00,-18.54,0,-999,-999,63
2022-01-11 03:00:00+08:00,-19.02,0,-999,-999,63
2022-01-11 04:00:00+08:00,-19.46,0,-999,-999,63
2022-01-11 05:00:00+08:00,-19.81,0,-999,-999,63
2022-01-11 06:00:00+08:00,-20.07,0,-999,-999,63
2022-01-11 07:00:00+08:00,-20.1,9.76,0.08,89.33,63
2022-01-11 08:00:00+08:00,-17.16,121.56,0.11,81.8,63
2022-01-11 09:00:00+08:00,-13.92,280.74,0.1,73.61,63
2022-01-11 10:00:00+08:00,-10.13,422.36,0.14,67.29,63
2022-01-11 11:00:00+08:00,-7.58,495.12,0.16,63.42,63
2022-01-11 12:00:00+08:00,-6.07,509.05,0.14,62.5,63
2022-01-11 13:00:00+08:00,-5.04,465.83,0.14,64.65,63
2022-01-11 14:00:00+08:00,-4.51,365.29,0.13,69.57,63
2022-01-11 15:00:00+08:00,-4.94,219.06,0.11,76.72,63
2022-01-11 16:00:00+08:00,-7.23,57.2,0.11,85.51,63
2022-01-11 17:00:00+08:00,-9.07,0,-999,-999,63
2022-01-11 18:00:00+08:00,-9.79,0,-999,-999,63
2022-01-11 19:00:00+08:00,-10.18,0,-999,-999,63
2022-01-11 20:00:00+08:00,-10.46,0,-999,-999,63
2022-01-11 21:00:00+08:00,-10.92,0,-999,-999,63
2022-01-11 22:00:00+08:00,-11.57,0,-999,-999,63
2022-01-11 23:00:00+08:00,-12.47,0,-999,-999,63
2022-01-12 00:00:00+08:00,-13.61,0,-999,-999,63
2022-01-12 01:00:00+08:00,-14.76,0,-999,-999,63
2022-01-12 02:00:00+08:00,-15.88,0,-999,-999,63
2022-01-12 03:00:00+08:00,-16.02,0,-999,-999,63
2022-01-12 04:00:00+08:00,-16.01,0,-999,-999,63
2022-01-12 05:00:00+08:00,-15.34,0,-999,-999,63
2022-01-12 06:00:00+08:00,-14.82,0,-999,-999,63
2022-01-12 07:00:00+08:00,-14.28,7.16,0.06,89.3,63
2022-01-12 08:00:00+08:00,-12.9,41.41,0.09,81.74,63
2022-01-12 09:00:00+08:00,-11.45,76.59,0.09,73.52,63
2022-01-12 10:00:00+08:00,-9.81,119.57,0.09,67.17,63
2022-01-12 11:00:00+08:00,-8.21,157.94,0.09,63.28,63
2022-01-12 12:00:00+08:00,-7.04,308,0.09,62.34,63
2022-01-12 13:00:00+08:00,-6.13,308.59,0.11,64.47,63
2022-01-12 14:00:00+08:00,-5.57,239.62,0.12,69.39,63
2022-01-12 15:00:00+08:00,-5.75,143.1,0.09,76.54,63
2022-01-12 16:00:00+08:00,-7.7,54.99,0.1,85.33,63
2022-01-12 17:00:00+08:00,-9.55,0,-999,-999,63
2022-01-12 18:00:00+08:00,-10.42,0,-999,-999,63
2022-01-12 19:00:00+08:00,-11.35,0,-999,-999,63
2022-01-12 20:00:00+08:00,-12.13,0,-999,-999,63
2022-01-12 21:00:00+08:00,-12.72,0,-999,-999,63
2022-01-12 22:00:00+08:00,-13.29,0,-999,-999,63
2022-01-12 23:00:00+08:00,-13.81,0,-999,-999,63
2022-01-13 00:00:00+08:00,-14.44,0,-999,-999,63
2022-01-13 01:00:00+08:00,-15.41,0,-999,-999,63
2022-01-13 02:00:00+08:00,-16.02,0,-999,-999,63
2022-01-13 03:00:00+08:00,-16.59,0,-999,-999,63
2022-01-13 04:00:00+08:00,-17.1,0,-999,-999,63
2022-01-13 05:00:00+08:00,-17.39,0,-999,-999,63
2022-01-13 06:00:00+08:00,-17.49,0,-999,-999,63
2022-01-13 07:00:00+08:00,-17.25,10.27,0.09,89.29,63
2022-01-13 08:00:00+08:00,-13.85,131.44,0.15,81.67,63
2022-01-13 09:00:00+08:00,-9.76,289.45,0.1,73.43,63
2022-01-13 10:00:00+08:00,-6.64,429.09,0.15,67.05,63
2022-01-13 11:00:00+08:00,-4.52,401.01,0.1,63.14,63
2022-01-13 12:00:00+08:00,-3.02,416.13,0.1,62.17,63
2022-01-13 13:00:00+08:00,-1.99,386.5,0.1,64.29,63
2022-01-13 14:00:00+08:00,-1.53,376.39,0.13,69.2,63
2022-01-13 15:00:00+08:00,-2.2,229.73,0.12,76.35,63
2022-01-13 16:00:00+08:00,-5.2,64.51,0.12,85.15,63
2022-01-13 17:00:00+08:00,-7.6,0,-999,-999,63
2022-01-13 18:00:00+08:00,-9.39,0,-999,-999,63
2022-01-13 19:00:00+08:00,-10.93,0,-999,-999,63
2022-01-13 20:00:00+08:00,-11.62,0,-999,-999,63
2022-01-13 21:00:00+08:00,-12.24,0,-999,-999,63
2022-01-13 22:00:00+08:00,-12.77,0,-999,-999,63
2022-01-13 23:00:00+08:00,-13.21,0,-999,-999,63
2022-01-14 00:00:00+08:00,-13.59,0,-999,-999,63
2022-01-14 01:00:00+08:00,-13.79,0,-999,-999,63
2022-01-14 02:00:00+08:00,-13.77,0,-999,-999,63
2022-01-14 03:00:00+08:00,-13.71,0,-999,-999,63
2022-01-14 04:00:00+08:00,-13.79,0,-999,-999,63
2022-01-14 05:00:00+08:00,-13.63,0,-999,-999,63
2022-01-14 06:00:00+08:00,-13.46,0,-999,-999,63
2022-01-14 07:00:00+08:00,-13.45,8.84,0.08,89.27,63
2022-01-14 08:00:00+08:00,-12.31,98.27,0.11,81.6,63
2022-01-14 09:00:00+08:00,-9.64,237.73,0.1,73.34,63
2022-01-14 10:00:00+08:00,-6.78,343.31,0.08,66.93,63
2022-01-14 11:00:00+08:00,-3.92,442.06,0.06,62.98,63
2022-01-14 12:00:00+08:00,-1.99,399.58,0.03,61.99,63
2022-01-14 13:00:00+08:00,-0.92,398.26,0.1,64.09,63
2022-01-14 14:00:00+08:00,-0.76,322.27,0.19,69.01,63
2022-01-14 15:00:00+08:00,-1.74,172.81,0.1,76.16,63
2022-01-14 16:00:00+08:00,-4.98,42.68,0.1,84.96,63
2022-01-14 17:00:00+08:00,-7.87,0,-999,-999,63
2022-01-14 18:00:00+08:00,-9.24,0,-999,-999,63
2022-01-14 19:00:00+08:00,-9.97,0,-999,-999,63
2022-01-14 20:00:00+08:00,-10.16,0,-999,-999,63
2022-01-14 21:00:00+08:00,-10.25,0,-999,-999,63
2022-01-14 22:00:00+08:00,-10.07,0,-999,-999,63
2022-01-14 23:00:00+08:00,-9.93,0,-999,-999,63
2022-01-15 00:00:00+08:00,-10.51,0,-999,-999,63
2022-01-15 01:00:00+08:00,-11.38,0,-999,-999,63
2022-01-15 02:00:00+08:00,-11.83,0,-999,-999,63
2022-01-15 03:00:00+08:00,-12.49,0,-999,-999,63
2022-01-15 04:00:00+08:00,-12.74,0,-999,-999,63
2022-01-15 05:00:00+08:00,-13.73,0,-999,-999,63
2022-01-15 06:00:00+08:00,-13.95,0,-999,-999,63
2022-01-15 07:00:00+08:00,-13.5,8.97,0.08,89.23,63
2022-01-15 08:00:00+08:00,-10.92,120.99,0.16,81.52,63
2022-01-15 09:00:00+08:00,-8.64,287.91,0.16,73.23,63
2022-01-15 10:00:00+08:00,-6.39,419.15,0.17,66.79,63
2022-01-15 11:00:00+08:00,-4.75,501.84,0.13,62.82,63
2022-01-15 12:00:00+08:00,-4,513.49,0.07,61.81,63
2022-01-15 13:00:00+08:00,-3.95,475.71,0.07,63.9,63
2022-01-15 14:00:00+08:00,-4.55,388.7,0.12,68.8,63
2022-01-15 15:00:00+08:00,-5.77,244.02,0.12,75.96,63
2022-01-15 16:00:00+08:00,-7.78,74.89,0.12,84.77,63
2022-01-15 17:00:00+08:00,-9.94,0,-999,-999,63
2022-01-15 18:00:00+08:00,-11.2,0,-999,-999,63
2022-01-15 19:00:00+08:00,-12.44,0,-999,-999,63
2022-01-15 20:00:00+08:00,-13.57,0,-999,-999,63
2022-01-15 21:00:00+08:00,-14.47,0,-999,-999,63
2022-01-15 22:00:00+08:00,-15.18,0,-999,-999,63
2022-01-15 23:00:00+08:00,-15.92,0,-999,-999,63
2022-01-16 00:00:00+08:00,-16.59,0,-999,-999,63
2022-01-16 01:00:00+08:00,-17.13,0,-999,-999,63
2022-01-16 02:00:00+08:00,-17.61,0,-999,-999,63
2022-01-16 03:00:00+08:00,-18.06,0,-999,-999,63
2022-01-16 04:00:00+08:00,-18.49,0,-999,-999,63
2022-01-16 05:00:00+08:00,-18.67,0,-999,-999,63
2022-01-16 06:00:00+08:00,-18.75,0,-999,-999,63
2022-01-16 07:00:00+08:00,-18.67,10.23,0.09,89.21,63
2022-01-16 08:00:00+08:00,-15.99,133.42,0.11,81.43,63
2022-01-16 09:00:00+08:00,-12.7,291.37,0.1,73.12,63
2022-01-16 10:00:00+08:00,-8.96,422.23,0.16,66.65,63
2022-01-16 11:00:00+08:00,-6.63,489.75,0.16,62.66,63
2022-01-16 12:00:00+08:00,-5.64,506.12,0.16,61.62,63
2022-01-16 13:00:00+08:00,-5.02,463.63,0.16,63.7,63
2022-01-16 14:00:00+08:00,-4.73,360.57,0.16,68.6,63
2022-01-16 15:00:00+08:00,-5.26,208.32,0.1,75.77,63
2022-01-16 16:00:00+08:00,-8.06,66.36,0.11,84.56,63
2022-01-16 17:00:00+08:00,-10.92,0,-999,-999,63
2022-01-16 18:00:00+08:00,-12.07,0,-999,-999,63
2022-01-16 19:00:00+08:00,-12.82,0,-999,-999,63
2022-01-16 20:00:00+08:00,-13.23,0,-999,-999,63
2022-01-16 21:00:00+08:00,-13.78,0,-999,-999,63
2022-01-16 22:00:00+08:00,-14.24,0,-999,-999,63
2022-01-16 23:00:00+08:00,-14.68,0,-999,-999,63
2022-01-17 00:00:00+08:00,-15.03,0,-999,-999,63
2022-01-17 01:00:00+08:00,-15.47,0,-999,-999,63
2022-01-17 02:00:00+08:00,-15.94,0,-999,-999,63
2022-01-17 03:00:00+08:00,-16.35,0,-999,-999,63
2022-01-17 04:00:00+08:00,-16.45,0,-999,-999,63
2022-01-17 05:00:00+08:00,-16.13,0,-999,-999,63
2022-01-17 06:00:00+08:00,-15.5,0,-999,-999,63
2022-01-17 07:00:00+08:00,-15.02,10.55,0.09,89.17,63
2022-01-17 08:00:00+08:00,-13.09,136.55,0.09,81.34,63
2022-01-17 09:00:00+08:00,-10.02,306.59,0.1,72.99,63
2022-01-17 10:00:00+08:00,-7.38,436.48,0.09,66.5,63
2022-01-17 11:00:00+08:00,-5.02,517.46,0.09,62.48,63
2022-01-17 12:00:00+08:00,-3.25,536.32,0.1,61.42,63
2022-01-17 13:00:00+08:00,-1.99,492.92,0.12,63.49,63
2022-01-17 14:00:00+08:00,-1.35,394.05,0.12,68.4,63
2022-01-17 15:00:00+08:00,-1.92,248.95,0.11,75.56,63
2022-01-17 16:00:00+08:00,-4.52,80.14,0.11,84.35,63
2022-01-17 17:00:00+08:00,-6.3,0,-999,-999,63
2022-01-17 18:00:00+08:00,-7.46,0,-999,-999,63
2022-01-17 19:00:00+08:00,-8.81,0,-999,-999,63
2022-01-17 20:00:00+08:00,-10.18,0,-999,-999,63
2022-01-17 21:00:00+08:00,-11.54,0,-999,-999,63
2022-01-17 22:00:00+08:00,-12.44,0,-999,-999,63
2022-01-17 23:00:00+08:00,-13.25,0,-999,-999,63
2022-01-18 00:00:00+08:00,-13.79,0,-999,-999,63
2022-01-18 01:00:00+08:00,-13.92,0,-999,-999,63
2022-01-18 02:00:00+08:00,-13.82,0,-999,-999,63
2022-01-18 03:00:00+08:00,-13.33,0,-999,-999,63
2022-01-18 04:00:00+08:00,-13.02,0,-999,-999,63
2022-01-18 05:00:00+08:00,-12.63,0,-999,-999,63
2022-01-18 06:00:00+08:00,-12.45,0,-999,-999,63
2022-01-18 07:00:00+08:00,-12.45,8.32,0.08,89.14,63
2022-01-18 08:00:00+08:00,-11.67,89.07,0.1,81.23,63
2022-01-18 09:00:00+08:00,-9.91,225.96,0.1,72.87,63
2022-01-18 10:00:00+08:00,-6.82,321.2,0.05,66.35,63
2022-01-18 11:00:00+08:00,-4.34,408.88,0.05,62.3,63
2022-01-18 12:00:00+08:00,-2.43,400.34,0.02,61.22,63
2022-01-18 13:00:00+08:00,-1.45,366.77,0.02,63.28,63
